name,symbol,collection_name,IMAGE,Background,Fur / Skin,Noggin,Pie Hole,Grille,Threads,Shades,generation,Proof of Life,Inmate number,Token Address,Owner
Exiled Ape #491,xape,The Exiled Apes ,607.png,Exile-Yellow,Brown / Peach,Ring of Thorns,Grilled Cheeze Token,Gold Toof,NB Exile-Purple,No Traits,X,Full, #607,CbcfGvf31ZL8yfdNrs8dzEpdXG22Qj19wKDNEeBRH7SZ,BYpc1b6JZffQpHSYCAWBUyuDYjS4QqfQy5czdtfRWRPr
Exiled Ape #492,xape,The Exiled Apes ,9002.png,Exile-Purple,Purple / Purple,No Traits,Sandwich Token,No Traits,Beach Bum,No Traits,X,Full, #9002,A1zBFdein5yheP4anxA1eBHvMUPGJprovVnTu3Y9Z2og,F4ghBzHFNgJxV4wEQDchU5i7n4XWWMBSaq7CuswGiVsr
Exiled Ape #493,xape,The Exiled Apes ,6008.png,Exile-Purple,Purple / Purple,Degen Curve Bill Hat,Sandwich Token,No Traits,The Biafra,Exiled Vipers,X,Full, #6008,3XBXAKqnFbJk5Ewd3Edmocq1TjMF87GuWocgRsaxu8kJ,9STLYUnXApBivQX57QRFFsf6xCwTYTx5kVfH4kW8kKw1
Exiled Ape #494,xape,The Exiled Apes ,3673.png,Exile-Red,Red / Peach,Driving Miss Daisy,Donut Token,No Traits,No Traits,No Traits,X,Ghost, #3673,4cRKueagFXQXjUr5bEDYUt1yTsqvAYT5a61pg71A6BVE,3v4NxypdMZ9kiTtygC2naPhEM1HsHZwmRUQ7QckygY1T
Exiled Ape #495,xape,The Exiled Apes ,8535.png,Exile-Green,Red / Peach,No Traits,Donut Token,Gold Toof,The Bully,Mirc Shades,X,Full, #8535,136CvagJ2ijRzbQHDAdiMjTYfC6PeLy8Rofuw6qT5o7r,3EkaWW2WfpdRsgX7KF2DxjW4DA5qyvHMRtUNrea7c5Bk
Exiled Ape #496,xape,The Exiled Apes ,4247.png,Exile-Red,Blue / Blue,2Pac,Filthy Moolah,Wooden Toof,Bride,No Traits,X,Ghost, #4247,H1iekapL6qLdTHrZtC4DUdUuX3ZbxNRZ1Rc8ZAbWksKt,4QC71xW2oTEseAnimKdPFmXaiMHEYipEB85sCQbWo7PA
Exiled Ape #497,xape,The Exiled Apes ,9951.png,Exile-Blue,Blue / Peach,Banana Head,Grilled Cheeze Token,No Traits,No Traits,Tea Shades,X,Full, #9951,98hgmnQoVn1WbHRrxikPib2oyeMiE4LvNrrsD8yyYKE8,3gShDnuzpoCMECkfM4FMxSofQns2gbapstsihmpL7yMy
Exiled Ape #498,xape,The Exiled Apes ,7105.png,Exile-Blue,Albino / Peach,Took,Eggplant Token,Wooden Toof,Bride,Exiled Vipers,X,Full, #7105,61RMCeo2xzxgfiAyAFJwgMYWawoH2tazfZeYjYT9QzmF,F4ghBzHFNgJxV4wEQDchU5i7n4XWWMBSaq7CuswGiVsr
Exiled Ape #499,xape,The Exiled Apes ,6583.png,Exile-Red,Red / Peach,Johnny Football,Filthy Moolah,No Traits,Beach Bum,No Traits,X,Full, #6583,4qp88Vn2djUT5VPbjxizstzZRphVt6LKrGpcNnP6BkWf,GvTDAxhqQ5gCQKRSpGq7fvaih132DCzmRbz7VyXsbnuE
Exiled Ape #500,xape,The Exiled Apes ,2421.png,Exile-Green,Green / Green,Rihanna,Eggplant Token,No Traits,The Kirk,No Traits,X,Full, #2421,9VhPRS4CmDC62nUnVvdPmseCQ87ox4VpNnYaq9dTZETE,FR7FpoHELhNASuJEp3u4K9UYZNpYNCC1cJQhZ2PApxCu
Exiled Ape #501,xape,The Exiled Apes ,9874.png,Exile-Red,Black / Gray,Trucker Flat Bill,Filthy Moolah,No Traits,No Traits,No Traits,X,Full, #9874,99rUZeHK5wjsfLP2YGFcC8FAgTve72uF7x6oEEvE2bpd,DWYyT5r5bSjfB2bFc8sXYtFwRJ97iU6Qdn1sLkoh6JnG
Exiled Ape #502,xape,The Exiled Apes ,-.png,,,,No Traits,No Traits,,No Traits,X,Blank,-,AMn8FjSRokNE2YJDe8AwTropb5LwVFehttVP4yhe1bKd,CduMjFZLBeg3A9wMP3hQCoU1RQzzCpgSvQNXfCi1GCSB
Exiled Ape #503,xape,The Exiled Apes ,5056.png,Exile-Green,Green / Green,Ring of Thorns,Corndog Token,No Traits,The Biafra,Blues Brothers,X,Full, #5056,BrJRcrhPsXbdoejXthtTLgARyAh1j2G3oKbc2h8sMAwL,4jnKXRpvna1tpGvGmhkz6KCT2LGNA4GJjpBBHFV7feYV
Exiled Ape #504,xape,The Exiled Apes ,5110.png,Exile-Red,Red / Peach,The Crockett,Eggplant Token,No Traits,Korg's Gym,No Traits,X,Full, #5110,CzdYtpsf5JKbiaS3nXDLQJtCoiYT451nYdyJQZMDU1dU,H1hW7CgqDL8bgRgBRbubKJgoqDn3hQLXpSsUtXtMdxoH
Exiled Ape #505,xape,The Exiled Apes ,1472.png,Exile-Blue,Ice,Took,Sandwich Token,No Traits,No Traits,No Traits,X,Full, #1472,HQgHdKvLmKCJGKDec2eberPe6nPq1CxVyYGo8vjUqbWq,H1hW7CgqDL8bgRgBRbubKJgoqDn3hQLXpSsUtXtMdxoH
Exiled Ape #506,xape,The Exiled Apes ,1603.png,Exile-Yellow,Brown / Peach,The Goodfella,Banana Token,No Traits,No Traits,No Traits,X,Full, #1603,hA4kWfypbuPv6FhxLQFMZCqaRmDuZRKBEu38Lk374S6,v3cU7LawAQ52mLVgBjU6gJyD8LLKQk8ucj99Cp3SDrE
Exiled Ape #507,xape,The Exiled Apes ,995.png,Exile-Blue,Ice,The Goodfella,Whiskey Boi,No Traits,Peace-N-Love,No Traits,X,Full, #995,2QqejobqEb5d8RuHNxpUWrFytQ3yE3szXDbMhP79bjdb,ACPjXPoy6a9nuzjuYZxL9zJjhm2LSW1Vbubq8BdmDoks
Exiled Ape #508,xape,The Exiled Apes ,1302.png,Exile-Black,Black / Gray,Degen Curve Bill Hat,Pizza Token,No Traits,Point Break,Tea Shades,X,Full, #1302,55uiZV7scrPWiiqTEL3xZBhTVWKsYPDYmQP92GEXK7x4,DvSQ2UiyB3fjDe8cjyqfQT3Ks325aRvvsf5sYwctNCaL
Exiled Ape #509,xape,The Exiled Apes ,586.png,Exile-Yellow,Brown / Peach,No Traits,Pizza Token,Wooden Toof,BillKill,Tea Shades,X,Full, #586,2qnyfZ1iJZbvG4EGY8T4kASmwynqH6N5nshmMPBLqd1k,4PC3jH8txRfFfa2n9AtuQMY3CZ2e3Bq8sbHEG784Zp6C
Exiled Ape #510,xape,The Exiled Apes ,2840.png,Exile-Yellow,Brown / Yellow,Trucker Flat Bill,Pizza Token,Wooden Toof,The Steve Jobs The Inglish,No Traits,X,Full, #2840,AipDEQNi1u1mvNgWU3D2auxiwfhh22MaRFFfkY11kxDQ,4PC3jH8txRfFfa2n9AtuQMY3CZ2e3Bq8sbHEG784Zp6C
Exiled Ape #511,xape,The Exiled Apes ,-.png,,,,No Traits,No Traits,,No Traits,X,Blank,-,DsHQ59oGXkxAjdsUMbqxaJF4uDYxyithk3PupQhaSBFy,46ro8W19fkVhMJ4ppyukCTzWh31q4A8jjEEzeaHUTTq6
Exiled Ape #512,xape,The Exiled Apes ,6384.png,Exile-Green,Black / Gray,Phuckit Freestyler,No Traits,Wooden Toof,Magnum P.I.,No Traits,X,Full, #6384,4dghwtUxyVbuzz6LP41UbUiHJNBJkRQQEu5rdi1EYhPA,4PC3jH8txRfFfa2n9AtuQMY3CZ2e3Bq8sbHEG784Zp6C
Exiled Ape #513,xape,The Exiled Apes ,3838.png,Exile-Purple,Brown / Peach,Yield Farmin Hat,Hopium pipe,No Traits,Sideline Top,No Traits,X,Full, #3838,3eobrKdFET2zB58LE8Fme3iEyHVePNFb31ckiRrAFLdK,4PC3jH8txRfFfa2n9AtuQMY3CZ2e3Bq8sbHEG784Zp6C
Exiled Ape #514,xape,The Exiled Apes ,9533.png,Exile-Teal,Blue / Peach,No Traits,Sushi Token,Wooden Toof,Magnum P.I.,No Traits,X,Full, #9533,8DuBpKohdauBvFJ4f2JXmhuhEd23murpvGUFSuvrh7p9,4PC3jH8txRfFfa2n9AtuQMY3CZ2e3Bq8sbHEG784Zp6C
Exiled Ape #515,xape,The Exiled Apes ,9726.png,Exile-Black,Black / Peach,Yield Farmin Hat,Hefeweizen,No Traits,Bibs,No Traits,X,Ghost, #9726,5Hq4p5z95BVRxGV6c3dRxr8yDyA3WjFbZk6xB2tvSnUK,4PC3jH8txRfFfa2n9AtuQMY3CZ2e3Bq8sbHEG784Zp6C
Exiled Ape #516,xape,The Exiled Apes ,5716.png,Exile-Black,Brown / Yellow,The Dundee,Banana Token,No Traits,No Traits,No Traits,X,Full, #5716,6vCeDCPs7H8BKJHkuZFzGpuh6AFn5D6oFPy3SKVZDR9K,4PC3jH8txRfFfa2n9AtuQMY3CZ2e3Bq8sbHEG784Zp6C
Exiled Ape #517,xape,The Exiled Apes ,7997.png,Exile-Blue,Albino / Blue,Ragnar,Spittle,No Traits,Point Break,Exiled Vipers,X,Full, #7997,H9sTUMRhxNThtNVVLvaSJGFuWmrZ2qw3CUY3DfJH86yH,98dPjqajNGQ2askeBambqEtJ7erG6ZYutUffuqsFA7YD
Exiled Ape #518,xape,The Exiled Apes ,6146.png,Exile-Red,Red / Blue,Boonie Hat,Eggplant Token,No Traits,Sideline Top,No Traits,X,Full, #6146,9SwzuQVpyVcRu3k1eHzeJYM772PxyxU3APSFYw8vMuKi,4PC3jH8txRfFfa2n9AtuQMY3CZ2e3Bq8sbHEG784Zp6C
